snapped_latitude,snapped_longitude,average_label
32.7329928,-97.1132465,1.0
32.7329928,-97.1132465,1.0
32.7325922,-97.1132493,1.0
32.7325922,-97.1132493,1.0
32.7325922,-97.1132493,1.0
32.7321161,-97.1132527,1.0
32.7321161,-97.1132527,1.0
32.7321161,-97.1132527,1.0
32.7321161,-97.1132527,1.0
32.7321037,-97.112216,1.0
32.7321037,-97.112216,1.0
32.7321037,-97.112216,2.0
32.732103,-97.1121543,2.0
32.7313422,-97.112178,2.0
32.7313422,-97.112178,2.0
32.7311334,-97.1118602,2.0
32.7311334,-97.1118602,2.0
32.7311334,-97.1118602,1.0
32.7311247,-97.1110187,2.0
32.7311247,-97.1110187,1.0
32.7311247,-97.1110187,1.0
32.7311247,-97.1110187,1.0
32.7311247,-97.1110187,1.0
32.7306982,-97.1110305,1.0
32.7306982,-97.1110305,1.0
32.7305887,-97.1110336,1.0
32.7305887,-97.1110336,1.0
32.7301612,-97.1110408,1.0
32.7300863,-97.1110474,2.0
32.7300863,-97.1110474,3.0
32.7295402,-97.1110437,3.0
32.7293473,-97.1110444,3.0
32.7292909,-97.1111259,3.0
32.72916,-97.1111251,3.0
32.72916,-97.1111251,2.0
32.72916,-97.1111251,2.0
32.7284462,-97.1110612,2.0
32.7284462,-97.1110612,1.0
32.7284462,-97.1110612,1.0
32.7284487,-97.1115737,2.0
32.7284585,-97.1117671,2.0
32.7284585,-97.1117671,3.0
32.7284698,-97.1121104,3.0
32.728465,-97.1122139,3.0
32.7289324,-97.1121212,3.0
32.7289324,-97.1121212,3.0
32.7291806,-97.1122105,3.0
32.7291806,-97.1122105,3.0
32.7293589,-97.1120904,2.0
32.7293589,-97.1120904,2.0
32.72916,-97.1111251,1.0
32.72916,-97.1111251,1.0
32.72916,-97.1111251,1.0
32.72916,-97.1111251,2.0
32.7291576,-97.1110497,2.0
32.7290341,-97.1106717,3.0
32.7290311,-97.1104801,3.0
32.729028,-97.110277,3.0
32.7291803,-97.1099826,2.0
32.7291803,-97.1099826,2.0
32.7291783,-97.1098564,2.0
32.7291234,-97.1095405,1.0
32.7291234,-97.1095405,1.0
32.7291232,-97.1094272,1.0
32.7290122,-97.1094328,2.0
32.7291232,-97.1094272,2.0
32.7291234,-97.1095405,1.0
32.7291783,-97.1098564,2.0
32.7292427,-97.1099281,3.0
32.7291803,-97.1099826,3.0
32.729028,-97.110277,3.0
32.7290311,-97.1104801,3.0
32.7290341,-97.1106717,1.0
32.7291993,-97.1110474,1.0
32.7293473,-97.1110444,2.0
32.7295402,-97.1110437,2.0
32.7295402,-97.1110437,2.0
32.7295402,-97.1110437,1.0
32.7300821,-97.1109845,1.0
32.7300821,-97.1109845,1.0
32.7301605,-97.1109468,1.0
32.7302254,-97.1109156,2.0
32.7301573,-97.1105495,2.0
32.7301573,-97.1105495,2.0
32.730151,-97.1099194,1.0
32.730151,-97.1099194,2.0
32.7301506,-97.1098969,1.0
32.7301506,-97.1098969,1.0
32.7301506,-97.1098969,2.0
32.7300026,-97.1093385,2.0
32.7300026,-97.1093385,1.0
32.7301412,-97.1088607,2.0
32.7301412,-97.1088607,3.0
32.7301721,-97.1087727,3.0
32.7301721,-97.1087727,3.0
32.7310477,-97.1087617,3.0
32.7310477,-97.1087617,2.0
32.7310477,-97.1087617,1.0
32.7311574,-97.10876,1.0
32.7311574,-97.10876,2.0
32.7311574,-97.10876,3.0
32.7319664,-97.1089189,3.0
32.7319664,-97.1089189,1.0
32.7319664,-97.1089189,1.0
32.7320748,-97.1088303,1.0
32.7320774,-97.1090245,2.0
32.7320774,-97.1090245,2.0
32.7320774,-97.1090245,3.0
32.7320835,-97.1098467,3.0
32.7320835,-97.1098467,3.0
32.7320833,-97.1099163,3.0
32.7321259,-97.1099245,3.0
32.7324494,-97.110403,2.0
32.732086,-97.1108061,1.0
32.732086,-97.1108061,1.0
